id;isi_berita;tema
11;"Komisi XI DPR menyetujui pagu anggaran Kementerian Keuangan (Kemenkeu) dalam Anggaran Pendapatan dan Belanja Negara (APBN) tahun 2027 sebesar Rp 49,8 triliun. Kesepakatan tersebut diambil dalam rapat kerja Komisi XI DPR RI bersama Menteri Keuangan Purbaya Yudhi Sadewa. Ketua Komisi XI DPR RI Misbakhun membacakan kesimpulan rapat kerja tersebut. Dalam kesimpulannya, Komisi XI bersama Purbaya menyepakati pagu anggaran Kemenkeu tahun 2027. ""Komisi XI DPR RI bersama Menteri Keuangan menyepakati hal-hal sebagai berikut. Satu, komisi XI DPR RI menyatujui pagu anggaran Kementerian Keuangan dalam anggaran pendapatan dan belanja negara tahun 2027 sebesar Rp 49.801.127.984.000,"" kata Misbakhun dalam rapat tersebut di Kompleks Parlemen, Jakarta, Senin (7/9/2026). Berdasarkan rincian yang dibacakan dalam rapat, anggaran tersebut dialokasikan ke sejumlah program Kemenkeu. Program Dukungan Manajemen mendapat porsi terbesar sebesar Rp 45,8 triliun. Kemudian, Program Pengelolaan Penerimaan Negara dialokasikan sebesar Rp 3,62 triliun dan Program Pengelolaan Perbendaharaan, Kekayaan Negara dan Risiko sebesar Rp 267,58 miliar. Selanjutnya, Program Kebijakan Fiskal, Sektor Keuangan dan Ekonomi mendapat alokasi Rp 78,86 miliar. Sementara Program Pengelolaan Belanja Negara mendapatkan Rp 23,78 miliar. Misbakhun kemudian meminta persetujuan anggota Komisi XI terhadap kesimpulan tersebut. Para anggota Komisi XI yang hadir dalam rapat tersebut menyatakan setuju. Purbaya juga menyatakan persetujuannya terhadap keputusan tersebut. Ia juga menyampaikan terima kasih kepada Komisi XI DPR RI atas persetujuan terhadap anggaran Kemenkeu tahun depan. ""Kami menyampaikan terima kasih atas persetujuan pimpinan dan anggota Komisi XI DPR RI terhadap usulan Pagu Anggaran Kementerian Keuangan Tahun Anggaran 2027 sebesar Rp 49,8 triliun. Kami juga menyampaikan terima kasih atas perhatian, dukungan, serta kerja sama yang telah terjalin dengan baik antara Kementerian Keuangan dan Komisi XI DPR RI,"" tutup Purbaya. (ily/hns)";finance
12;"Chief Operating Officer (COO) Danantara Dony Oskaria memastikan kredit yang disalurkan bank BUMN untuk mendukung pelaksanaan program pemerintah, termasuk Koperasi Desa Merah Putih (KDMP) tidak akan menjadi kredit macet. Sebab, pinjaman tersebut dijamin oleh negara. Dony menjelaskan, bank BUMN pada dasarnya tidak secara langsung mendanai program pemerintah. Hubungan antara bank yang menjalankan program pemerintah tetap dilakukan secara business to business (B2B) melalui mekanisme kredit. ""Sebetulnya kita tidak mendanai program pemerintah. Jadi harus dibedakan ya. Himbara tidak mendanai program pemerintah, tetapi polanya kan B2B. Kita hanya memberikan kalau itu kredit, ya sesuai dengan kredit yang normal aja,"" ujar Dony di Kompleks Istana Kepresidenan, Jakarta, Senin (7/9/2026). Dony mencontohkan pembiayaan yang diberikan kepada Agrinas Pangan. Dalam skema tersebut, Agrinas Pangan meminjam dana kepada BRI dan pinjamannya mendapatkan jaminan dari negara. ""Misalnya Agrinas Pangan, minjam uang ke BRI, pinjamannya dijamin negara. Aman nggak? Aman kan. Ya sudah. Jadi nggak ada masalah, karena kan pinjaman apalagi yang lebih bagus jaminannya daripada negara,"" jelasnya. Dengan skema tersebut, Dony menepis kekhawatiran berbagai penugasan untuk mendukung program pemerintah dapat meningkatkan risiko kredit macet atau non-performing loan (NPL) di bank-bank Himbara. Menurutnya, keberadaan jaminan negara membuat kredit yang disalurkan kepada perusahaan pelaksana program pemerintah memiliki tingkat keamanan yang tinggi bagi perbankan. ""Kredit yang paling secure itu kredit dijamin oleh negara kan? Jadi enggak mungkin macet kan? Dijamin oleh negara. Jadi kalau di sisi bank. ya jadi kalau ke saya kan di sisi banknya, di sisi banknya ya enggak mungkin macet orang dijamin negara,"" tutup Dony. (hns/hns)";finance
13;"Presiden Prabowo Subianto meminta agar masyarakat Indonesia memiliki rekening bank. Untuk mendukung rencana tersebut, BRI dan Bank Syariah Indonesia (BSI) diminta mempersiapkan rekening bagi masyarakat. Hal tersebut disampaikan Menteri Koordinator Bidang Perekonomian Airlangga Hartarto usai mengikuti rapat terbatas bersama Prabowo. Pemerintah sebelumnya membahas kepemilikan rekening masyarakat Indonesia serta tingkat inklusi dan literasi keuangan nasional. ""Tadi Bapak Presiden meminta agar penduduk Indonesia itu mempunyai rekening koran. Jadi tentu diminta untuk BRI dan juga Bank Syariah Indonesia itu mempersiapkan rekening untuk masyarakat,"" kata Airlangga di Kompleks Istana Kepresidenan, Jakarta, Senin (7/9/2026). Airlangga menjelaskan, pemerintah akan menggunakan data kependudukan dari Direktorat Jenderal Kependudukan dan Pencatatan Sipil (Dukcapil). Data tersebut nantinya akan dipadankan dengan sistem yang terdapat di Bank Indonesia (BI). ""Dan nanti data yang dipakai adalah data dari Dukcapil. Dan data dari Dukcapil itu tentunya nanti akan dipadankan dengan sistem yang ada di Bank Indonesia terutama untuk payment sistemnya dan yang kedua gateway sistemnya. Jadi menggunakan QRIS,"" jelas Airlangga. Ke depan, rekening yang dipersiapkan tersebut juga akan dimanfaatkan untuk menyalurkan berbagai program pemerintah kepada masyarakat. Namun, Airlangga belum merinci program apa saja yang nantinya akan disalurkan melalui rekening tersebut. ""Nah ini yang disiapkan agar literasi dan juga inklusif keuangan kita bisa mencapai seoptimal, mungkin lebih tinggi dari yang sudah kita capai. Nah tentu ke depannya berbagai program nanti akan dikirimkan kepada rekening-rekening yang disiapkan untuk warga negara tersebut,"" terang Airlangga. Menurut Airlangga, langkah tersebut disiapkan untuk semakin meningkatkan tingkat inklusi dan literasi keuangan masyarakat Indonesia. Berdasarkan survei atau sensus Otoritas Jasa Keuangan (OJK) dan Badan Pusat Statistik (BPS) yang disampaikan Airlangga, tingkat inklusi keuangan Indonesia telah mencapai 93,62%. Sementara itu, tingkat literasi keuangan tercatat sebesar 69,57%. Airlangga menilai capaian tersebut relatif baik jika dibandingkan dengan standar literasi keuangan negara-negara OECD yang disebut berada pada level 63%. ""Sebetulnya angka-angka ini adalah angka yang relatif baik. Jadi kalau dibandingkan dengan OECD misalnya, OECD itu standar untuk literasi keuangan di 63%, sedangkan survei kita itu di 69,57%,"" ujarnya. (hns/hns)";finance
14;Depok - Sebaran abu vulkanik melanda sejumlah wilayah Depok, Jawa Barat. Namun, aktivitas jual beli di Pasar Agung tetap berlangsung hingga menjelang siang. Aktivitas jual beli berlangsung di Pasar Agung, Depok, Jawa Barat, Senin (7/9/2026). Pasar tetap menjadi tempat warga berbelanja di tengah sebaran abu vulkanik. Sejumlah warga tetap beraktivitas di dalam Pasar Agung meski abu vulkanik menyebar di wilayah Depok. Aktivitas perdagangan di area pasar berlangsung seperti biasa. Kondisi udara di luar pasar yang terdampak abu vulkanik tidak menyurutkan aktivitas warga. Pedagang menilai posisi pasar yang berada di area lebih rendah membuat abu vulkanik relatif tidak banyak masuk ke area jual beli. Kendaraan tampak berada di area terbuka Pasar Agung. Pemandangan tersebut kontras dengan aktivitas jual beli di dalam pasar yang tetap berjalan.;finance
15;Jakarta - Lima bandara di Jawa dioperasikan 24 jam. Kebijakan ini menjaga mobilitas setelah delapan bandara ditutup akibat erupsi Anak Krakatau. Calon penumpang mengantre saat melapor diri dan menyerahkan bagasi di Bandara Internasional Jenderal Ahmad Yani, Semarang, Jawa Tengah, Senin (7/9/2026). ANTARA FOTO/Aprillio Akbar Pemerintah mengoperasikan Bandara Ahmad Yani di Semarang, Bandara Kertajati di Majalengka, Bandara Juanda di Surabaya, Yogyakarta International Airport (YIA), dan Bandara Adi Soemarmo di Solo selama 24 jam. ANTARA FOTO/Aprillio Akbar Pengoperasian tersebut dilakukan sebagai bandara alternatif untuk menjaga kelancaran mobilitas penumpang setelah delapan bandara ditutup akibat erupsi Gunung Anak Krakatau. ANTARA FOTO/Aprillio Akbar;finance
16;"Hidup berjalan tak selamanya sesuai dengan ekspektasi. Seusai lulus dari bangku SMA, Satria Gunawan memulai karirnya sebagai pilot. Tak disangka, kondisi ekonomi keluarga memutar balikkan hidupnya sampai ia harus menjadi petani teh. Sebagai mantan pilot helikopter, Gunawan membutuhkan waktu bertahun-tahun lamanya untuk mulai mencintai teh. Bunyi pepatah, ""Tak kenal, maka tak sayang,"" berlaku dalam hidupnya. Lambat, tetapi pasti, Gunawan jatuh cinta dengan teh dan budaya yang membangun teh. Setelah memahami tumbuhan teh dan cara pengolahannya, ia memulai bisnis teh artisan pada tahun 2015. Sejak saat itu, bisnisnya terus berkembang hingga pada 2017 ia membangun kedai di Gandarai Selatan berjenama House of Teh. Melalui jejaring dan komunitas, ia membangun bisnis teh artisan dan menjadi salah satu pemasok teh artisan ternama di berbagai pulau besar di Indonesia. Seperti apa perjalanan karirnya dari pilot menjadi pebisnis teh? Bagaimana cara ia bisa mempertahankan bisnisnya di tengah gempuran minuman modern? Simak jawaban lengkapnya di d'Mentor on Location bersama Satria Gunawan! Tonton secara eksklusif di detikcom! (kil/kil)";finance
17;Memberikan bingkisan atau hantaran berupa makanan kepada orang-orang terkasih menjadi tradisi yang semakin kental di masyarakat, utamanya saat Hari Raya. Hantaran yang kini populer dikenal dengan sebutan hampers tersebut juga menciptakan peluang-peluang ekonomi baru. Celah ini dimanfaatkan oleh David Liementha dalam membangun bisnisnya, Melts.id. Sejak pandemi, Melts.id eksis sebagai pilihan pelanggannya dalam mencari hampers, khususnya bagi mereka yang tertarik dengan makanan sehat. Lain halnya dengan Rully Mustaqimah, yang justru memanfaatkan momentum Hari Raya sebagai peluang mengeruk sumber pendapatan baru. Lewat jenama Tanzif.id, Rully mengemas hampers sabun organiknya secara musiman dan berhasil meraup cuan berlipat ganda. Seberapa cuan bisnis musiman hampers? Bagaimana cara mengintip peluang dalam tren musiman seperti berkirim hampers? Simak liputan kami tentang gurihnya bisnis hampers di d'Mentor on Location bersama David Liementha dan Rully Mustaqimah. Tonton sekarang di detikcom!;finance
18;Memiliki hewan peliharaan merupakan gaya hidup yang membutuhkan banyak biaya. Pengeluaran yang harus disiapkan mulai dari makanan, mainan, hingga perawatan bulu dan kesehatan. Peluang tersebut dimanfaatkan oleh Trisetyani Suci, co-founder Anabul Pet Center, Depok. Bersama tiga rekannya, Suci membangun bisnis perawatan khusus kucing atas dasar kecintaan mereka terhadap anabul atau anak bulu, sapaan akrab bagi kucing. Anabul Pet Center memiliki beberapa layanan yang ditawarkan sesuai dengan kebutuhan kucing, seperti pet shop, dokter hewan, grooming, hingga pet hotel. Semua layanan tersebut tersedia dalam satu ruko di Kecamatan Pancoran Mas, Depok. Siapa sangka bisnis layanan 'hotel' untuk kucing ini menelurkan omzet nyaris Rp 100 juta setiap bulannya. Bahkan omzetnya bisa naik dua hingga tiga kali lipat sebulan selama masa liburan berlangsung. Intip perjalanan bisnisnya hingga bagaimana ini bisa jadi inspirasi untuk diduplikasi oleh detikers, cuma di d'Mentor on Location!;finance
19;Informasi bohong saat ini masih marak beredar dan dipercaya sebagian masyarakat, termasuk hoaks terkait isu moneter. Di dunia perbankan, ajakan menarik uang secara besar-besaran dengan berbagai motif juga kerap digencarkan pihak tak bertanggung jawab. Belakangan seruan menarik dana di bank kembali ramai di media sosial. Seruan itu muncul lantaran beredar kabar dana nasabah yang tiba-tiba menghilang. Ajakan menarik dana alias rush money di perbankan ini juga sempat merebak saat pandemi corona atau Covid-19. Informasi ini berbahaya lantaran penarikan dana secara masif di bank atau rush money dapat merusak perekonomian Indonesia. Kenapa isu seperti ini kerap beredar di masyarakat? Bagaimana masyarakat dapat memahami ini? Seperti apa sebenarnya garansi bank mengamankan dana nasabah? Dengar dan tonton diskusinya bersama Ekonom Segara Institute, Piter Abdullah dalam d'Mentor live Kamis (2/5/24) ini jam 13.00 WIB, hanya di detikcom! (eds/eds);finance
20;"Hewan peliharaan sangat mudah ditemukan di sekitar kita. Bahkan tak jarang sudah seperti bagian dari sebuah keluarga. Meski hewan peliharaan yang kerap dijumpai identik dengan anjing dan kucing, ternyata jenis reptil seperti kura kura darat juga cukup populer bagi masyarakat Indonesia. Sedikit berbeda dengan anjing dan kucing yang digemari lantaran menggemaskan dan bisa menjadi teman, sulcata ternyata membawa pendekatan ekonomi alias pundi-pundi keuntungan yang bernilai besar. Seperti apa potensinya? Potensi Cuan Ternak Sulcata Pada tahun 2022, Rakuten Insight Center, perusahaan survei asal Amerika melakukan studi mengenai kepemilikan hewan peliharaan di Indonesia. Survei yang dilakukan terhadap 10.442 responden ini menunjukkan bahwa 67% dari penduduk Indonesia memiliki hewan peliharaan. Lalu, ada 10% yang menjawab pernah memiliki peliharaan dan sisanya tidak punya. Bila diibaratkan, enam dari sepuluh rumah di Indonesia dihuni oleh hewan peliharaan. Kucing, menjadi hewan yang paling populer dengan persentase kepemilikan 47%. Ketika Indonesia dilanda pandemi Covid-19 pada 2020 lalu, industri hewan peliharaan tetap menampilkan pertumbuhan positif. Padahal, hampir semua sektor bisnis mengalami kemunduran di era pandemi. Pembatasan kegiatan di era pandemi memaksa orang-orang memiliki hobi baru, salah satunya merawat hewan peliharaan. Orang-orang yang memiliki hewan peliharaan otomatis akan mengeluarkan uang untuk produk makanan, perawatan, dan kesehatan hewan. Hal ini yang menjadi alasan dari majunya sektor hewan peliharaan di masa Covid-19. Berdasarkan survei Rakuten terhadap 7.015 warga Indonesia yang memiliki hewan peliharaan, sebanyak 38% responden mengeluarkan uang sebanyak Rp 100.000-300.000 tiap bulannya untuk keperluan hewan peliharaan. Pengeluaran itu dialokasikan untuk pembelian produk makanan, kebersihan kandang, dan perawatan hewan. Hal ini tentu dapat menjadi peluang bagi pegiat bisnis hewan peliharaan di Indonesia. Peluang ini memberi ruang kepada usaha-usaha lokal seputar hewan peliharaan untuk tumbuh dan membantu menggerakkan perekonomian Indonesia. Mengingat selama 30 tahun terakhir, sektor hewan peliharaan menjadi sektor yang terus berkembang secara stabil. Hal ini turut dimanfaatkan oleh Achmad Iqbal Furdausi, pemilik dari Bumi Reptile, bisnis hewan peliharaan asal Bogor yang kerap meraup omzet puluhan juta rupiah per bulannya. Sesuai dengan namanya, Bumi Reptile adalah bisnis yang berfokus pada hewan peliharaan berjenis reptil, yakni kura-kura. Ternyata, kura-kura cukup populer di kalangan pecinta hewan karena memiliki umur yang panjang dan memiliki daya tarik estetika tersendiri. Namun, Bumi Reptile tak menjual kura-kura biasa yang sering dijumpai di akuarium. Bumi Reptile memasarkan kura-kura darat atau sulcata. Sulcata ini dibanderol mulai dari harga Rp 800.000. Iqbal sendiri memulai bisnis ini dari kecintaannya pada kura-kura. Dia memutuskan untuk memulai bisnis sulcata, setelah membagi telur kura-kura kesayangannya kepada teman-temannya dan mendapatkan respons untuk menjual telur-telur itu saja. Dengan modal Rp 25 juta, Iqbal memulai bisnis sulcata. Sulcata sendiri diminati karena dapat dijadikan hiasan taman, rumah, dan perawatannya yang lebih mudah dan tak serepot hewan domestik lainnya. Ternyata, merawat dan memberi makan hewan tak hanya membuat hewannya gemuk, tapi dapat membuat dompet kita ikut gemuk juga. ""Di saat aku resign kerja, aku tuh pengin coba hobi-hobi binatang yang nggak bau dan aman untuk ditaruh di rumah. Akhirnya, aku yakinin diriku. Rp 25 juta, 5 jutanya aku pakai buat bikin kandang, 20 jutanya beli modal beli kura-kura. Saat itu, harganya tuh sekitar Rp 700 ribu, jadi dapat kurang lebih 20 ekor,"" jelas Iqbal dalam program d'Mentor, Kamis (7/3/24). Prestasi Bumi Reptile Bisnis sulcata memiliki permintaan yang tinggi, terutama dari area Jabodetabek. Meski begitu, Sulcata Bumi Reptile juga kerap mendapatkan permintaan dari wilayah Papua, Maluku, Aceh, Ternate, dan juga Tidore. Permintaan atas sulcata pun ikut naik secara signifikan setelah Iqbal memutuskan untuk mengiklankan sulcata ke para selebriti. Sulcata ini jadi makin populer, sampai-sampai pernah beberapa kali membintangi iklan, film, video klip, bahkan beberapa kali di sewa untuk pemotretan pre-wedding. ""Awal-awal, justru aku kasih-kasih aja. Jadi, aku mapping dulu, artis yang aku suka siapa, apakah dia suka hewan, animal lovers. Kalau dia animal lovers, biasanya aku DM."" jelas Iqbal. Bumi Reptile menyediakan beragam jenis kura-kura darat, di antaranya adalah sulcata, aldabra, dan leopard pardalis. Hal yang membedakan mereka adalah corak dan warnanya. Harga yang dibanderol untuk satu ekor sulcata dengan ukuran 12 cm adalah Rp 1,8 jutaan dan sulcata dengan ukuran 50 cm seharga Rp 25 juta. Untuk aldabra ukuran 9 cm dibanderol mulai dari harga Rp 25 juta. Terakhir, untuk leopard pardalis kecil (bayi) dibanderol mulai dari Rp 1 juta. Dalam sebulan, Bumi Reptile dapat menjual 200 hingga 300 ekor. ""Omzetnya per bulan nih. Per bulan kalau dari jual kura-kura, bisa di Rp 40-50 jutaan. Untuk pemeliharaannya sendiri gampang, pagi kita jemur, abis itu kita rendam dan kasih lampu buat yang masih kecil. Kalau udah besar, kita (taruh) di outdoor aja,"" Jelasnya. Tips dan trik Bumi Reptile sendiri memiliki strategi untuk bertahan di dunia bisnis hewan peliharaan, yakni dengan menggunakan strategi bisnis 'hulu ke hilir'. Jadi, selain menjual kura-kura hidup, Bumi Reptile juga menyediakan beragam keperluan hewan. Mulai dari pakan, vitamin, hingga keperluan kandang dan mandi hewan. Barang-barang itu kebanyakan hasil produksi sendiri. Dengan begini, pelanggan yang sebelumnya membeli sulcata akan berpotensi untuk membeli barang secara berulang di Bumi Reptile dan menjadi langganan toko. Iqbal juga menjelaskan kalau dia membuka diskusi bagi pembelinya, kalau-kalau membutuhkan saran atas perilaku atau kesehatan hewan. Tak hanya itu, Bumi Reptile juga aktif memasarkan barang dagangannya di media sosial. Media sosial digunakan oleh Iqbal sebagai media promosi sulcata dan juga menjadi tempatnya berinteraksi bersama para pengikutnya. Bila tertarik untuk memulai bisnis di sektor hewan peliharaan, Iqbal berpesan untuk memulainya karena sayang pada sang hewan. ""Tips dan triknya yang pertama, kalian harus suka dulu. Jangan mikirin cuannya aja. Setelah sayang, pelajari penyakitnya dan cara ngerawatnya. Tiga, cari marketnya dan yang keempat, kalau yakin, jalanin,"" Pesan Iqbal. Perlu diingat pula bahwa bisnis di sektor hewan peliharaan ini harus dijalankan dengan penuh kehati-hatian. Khususnya dalam memperjualbelikan hewan yang hidup. Jangan sampai kesehatan hewan jadi terabaikan. Pastikan agar hewan-hewan tersebut selalu mendapatkan pengawasan dan hidup dengan baik sehingga bisnis ini dapat tumbuh dengan sehat dan berkepanjangan. (eds/eds)";finance
21;Bisnis lilin tak hanya berkutat di penerangan. Lilin kini memiliki berbagai fungsi, mulai dari estetika, dekorasi hingga aromaterapi. Peluang itu lah yang dimanfaatkan oleh Yulianah dan suami dalam membangun bisnisnya, Jakarta Candle. Berdiri sejak 2011, Jakarta Candle berhasil melalui berbagai tantangan, seperti pandemi Covid-19, penipuan, hingga menghadapi berbagai macam polah pelanggan. Hasilnya, hingga kini usaha lilin aromaterapi tersebut berhasil mencatatkan omzet hingga 700 juta dalam setahun. Kerja sama pasangan suami istri dalam membangun bisnis menjadi cerita menarik tersendiri. Sang suami dengan kegigihannya dalam bereksperimen merancang produk berkombinasi dengan Yulianah yang gemar bicara dan handal di marketing. Pasar dekorasi dan wedding menjadi pilihan pasar yang diarungi Jakarta Candle. Lilin-lilin cantik Jakarta Candle menghiasi berbagai macam acara dan pernikahan. Di sisi lain, lilin aromaterapinya terkenal sebagai souvenir pilihan para wedding organizer. Lantas, bagaimana perjalanan bisnis Jakarta Candle? Seberapa cuan peluang bisnis ini? Simak liputannya di d'Mentor on Location episode 'Semerbak Bisnis Aromaterapi'. (eds/eds);finance
